,img_path,filename,og_id,mouse_id,mouse_score
0,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_023233.jpg,TL003271,AZ_128,3.0
1,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_023234.jpg,TL003271,AZ_128,3.0
2,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_023044.jpg,TL003271,AZ_128,3.0
3,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_022821.jpg,TL003271,AZ_128,3.0
4,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_022105.jpg,TL003271,AZ_128,3.0
5,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_022038.jpg,TL003271,AZ_128,3.0
6,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_023217.jpg,TL003271,AZ_128,3.0
7,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_021909.jpg,TL003271,AZ_128,3.0
8,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_022756.jpg,TL003271,AZ_128,3.0
9,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_023219.jpg,TL003271,AZ_128,3.0
10,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_022915.jpg,TL003271,AZ_128,3.0
11,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_022853.jpg,TL003271,AZ_128,3.0
12,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_021854.jpg,TL003271,AZ_128,3.0
13,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_022925.jpg,TL003271,AZ_128,3.0
14,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_023157.jpg,TL003271,AZ_128,3.0
15,AZ/Oncology/Oncology_27.01.22/TL003271_BCS3,grey_FLIR_20220120_022100.jpg,TL003271,AZ_128,3.0
16,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_024212.jpg,TL003272,AZ_129,3.0
17,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_024152.jpg,TL003272,AZ_129,3.0
18,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_023825.jpg,TL003272,AZ_129,3.0
19,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_024016.jpg,TL003272,AZ_129,3.0
20,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_024223.jpg,TL003272,AZ_129,3.0
21,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_024039.jpg,TL003272,AZ_129,3.0
22,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_023819.jpg,TL003272,AZ_129,3.0
23,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_023803.jpg,TL003272,AZ_129,3.0
24,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_023926.jpg,TL003272,AZ_129,3.0
25,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_023906.jpg,TL003272,AZ_129,3.0
26,AZ/Oncology/Oncology_27.01.22/TL003272_BCS3,grey_FLIR_20220120_024028.jpg,TL003272,AZ_129,3.0
27,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021240.jpg,TL00494-10,AZ_130,3.0
28,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021400.jpg,TL00494-10,AZ_130,3.0
29,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021047.jpg,TL00494-10,AZ_130,3.0
30,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021358.jpg,TL00494-10,AZ_130,3.0
31,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021055.jpg,TL00494-10,AZ_130,3.0
32,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021207.jpg,TL00494-10,AZ_130,3.0
33,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021209.jpg,TL00494-10,AZ_130,3.0
34,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021337.jpg,TL00494-10,AZ_130,3.0
35,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021339.jpg,TL00494-10,AZ_130,3.0
36,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021259.jpg,TL00494-10,AZ_130,3.0
37,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021031.jpg,TL00494-10,AZ_130,3.0
38,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021032.jpg,TL00494-10,AZ_130,3.0
39,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021214.jpg,TL00494-10,AZ_130,3.0
40,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021235.jpg,TL00494-10,AZ_130,3.0
41,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021248.jpg,TL00494-10,AZ_130,3.0
42,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021255.jpg,TL00494-10,AZ_130,3.0
43,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021211.jpg,TL00494-10,AZ_130,3.0
44,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021341.jpg,TL00494-10,AZ_130,3.0
45,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021251.jpg,TL00494-10,AZ_130,3.0
46,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021134.jpg,TL00494-10,AZ_130,3.0
47,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021414.jpg,TL00494-10,AZ_130,3.0
48,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021407.jpg,TL00494-10,AZ_130,3.0
49,AZ/Oncology/Oncology_08.03.22/TL00494-10_BCS3,grey_FLIR_20220225_021410.jpg,TL00494-10,AZ_130,3.0
50,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015358.jpg,TL00494-25,AZ_131,3.0
51,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015439.jpg,TL00494-25,AZ_131,3.0
52,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015115.jpg,TL00494-25,AZ_131,3.0
53,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015403.jpg,TL00494-25,AZ_131,3.0
54,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015637.jpg,TL00494-25,AZ_131,3.0
55,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015431.jpg,TL00494-25,AZ_131,3.0
56,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015120.jpg,TL00494-25,AZ_131,3.0
57,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015322.jpg,TL00494-25,AZ_131,3.0
58,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015034.jpg,TL00494-25,AZ_131,3.0
59,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015046.jpg,TL00494-25,AZ_131,3.0
60,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015437.jpg,TL00494-25,AZ_131,3.0
61,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015319.jpg,TL00494-25,AZ_131,3.0
62,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015117.jpg,TL00494-25,AZ_131,3.0
63,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015203.jpg,TL00494-25,AZ_131,3.0
64,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015354.jpg,TL00494-25,AZ_131,3.0
65,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015143.jpg,TL00494-25,AZ_131,3.0
66,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015428.jpg,TL00494-25,AZ_131,3.0
67,AZ/Oncology/Oncology_08.03.22/TL00494-25_BCS3,grey_FLIR_20220225_015533.jpg,TL00494-25,AZ_131,3.0
68,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020420.jpg,TL00494-118,AZ_132,3.0
69,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020236.jpg,TL00494-118,AZ_132,3.0
70,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020239.jpg,TL00494-118,AZ_132,3.0
71,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020343.jpg,TL00494-118,AZ_132,3.0
72,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020629.jpg,TL00494-118,AZ_132,3.0
73,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020309.jpg,TL00494-118,AZ_132,3.0
74,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020646.jpg,TL00494-118,AZ_132,3.0
75,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020518.jpg,TL00494-118,AZ_132,3.0
76,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020526.jpg,TL00494-118,AZ_132,3.0
77,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020612.jpg,TL00494-118,AZ_132,3.0
78,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020508.jpg,TL00494-118,AZ_132,3.0
